final_dataset_version,final_row_id,final_split_eligible,final_dataset_role,data_origin,is_synthetic,source_name,dataset_name,source_group,normalized_label,message_raw,message_clean,service_category,scam_category,label_status,review_status,notes,unified_id,source_row_id,source_label,raw_text_available,raw_text_status,cleaning_status,raw_lookup_status,raw_lookup_notes,contains_url,contains_email,contains_phone,contains_otp,contains_amount,contains_account_hint,institution_type,source_file,reviewer_notes,synthetic_template_id,generation_method
v1_public_real_only,v1_public_real_only_row_000044,True,main_binary_classification,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy.","A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal, dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy.",,,accepted,accepted,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,mishra_000520,520,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_000045,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8","A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal, dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_002371,2371,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_000046,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""","A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_002203,2203,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_000047,True,main_binary_classification,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,ham,"A boy was late 2 home. His father: ""WELCOME""","A boy was late 2 home. His father: ""WELCOME""",,,accepted,accepted,URL=No; EMAIL=No; PHONE=No. Mishra spam is preserved for later smishing relabel review.,mishra_002746,2746,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_000048,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....","A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....",,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_003242,3242,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_000049,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'","A famous quote: when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_000543,543,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_000050,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,"A few people are at the game, I'm at the mall with iouri and kaila","A few people are at the game, I'm at the mall with iouri and kaila",,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_004967,4967,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_000051,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;","A gram usually runs like <#>, a half eighth is smarter though and gets you almost a whole second gram for <#>",,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_000052,52,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_000052,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,A guy who gets used but is too dumb to realize it.,A guy who gets used but is too dumb to realize it.,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_004698,4698,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_000053,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_003295,3295,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_000054,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_004076,4076,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_000055,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING & HAVE A SMILEY SUNDAY..:),,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_003866,3866,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_000056,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8","A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_000144,144,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_000057,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_004258,4258,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_000058,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,Aah bless! How's your arm?,Aah bless! How's your arm?,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_005326,5326,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_000059,True,main_binary_classification,public_real,False,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,ham,Aaooooright are you at work?,Aaooooright are you at work?,,,accepted,accepted,UCI spam is preserved for later smishing relabel review.,uci_000157,157,ham,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
